what,kind,bundleId,bundleVersion,description,time
java.specification.vendor,sysinfo,,,"Oracle Corporation",1368554017747
java.specification.version,sysinfo,,,"1.7",1368554017747
java.vendor,sysinfo,,,"Oracle Corporation",1368554017747
java.version,sysinfo,,,"1.7.0",1368554017747
java.vm.info,sysinfo,,,"mixed mode",1368554017747
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1368554017747
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1368554017747
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1368554017747
java.vm.specification.version,sysinfo,,,"1.7",1368554017747
java.vm.vendor,sysinfo,,,"Oracle Corporation",1368554017747
java.vm.version,sysinfo,,,"21.0-b17",1368554017747
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1368554017747
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1368554018403
started,bundle,org.eclipse.equinox.p2.director,2.1.0.v20110504-1715,"org.eclipse.equinox.p2.director",1368554036742
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1368554036742
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1368554083543
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1368554089073
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368554103506
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1368554105490
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368554107443
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1368554107459
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1368554108943
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1368554109036
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1368554109068
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1368554111036
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368554113285
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368554120315
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368554120471
